18.8,0.03
18.24,0.03
17.63,-0.03
18.18,-0.06
19.3,0.01
19.07,-0.03
19.72,0.02
19.37,-0.02
19.8,0.01
19.63,-0.01
19.77,-0.01
19.9,0
19.97,0.01
19.84,0
19.75,-0.01
19.97,0.01
19.71,0.01
19.57,0.01
19.45,-0.01
19.74,0.02
19.32,0
19.4,0
19.36,0.01
19.19,0
19.18,0
19.11,0
19.1,0.01
18.84,0.01
18.66,-0.01
18.79,0.01
18.68,-0.01
18.85,0.02
18.56,0
18.53,0
18.52,0
18.56,0.01
18.42,-0.01
18.53,0.02
18.14,0.01
17.92,0
17.87,0.01
17.77,-0.01
17.9,0
17.89,0.02
17.58,0.02
17.28,0.01
17.12,0.02
16.82,0
16.81,0
16.74,-0.01
16.87,0.02
16.58,0
16.56,0
16.52,0.01
16.31,-0.02
16.59,-0.01
16.75,0.01
16.59,0
16.63,0.02
16.31,0.02
16.06,0
16.12,0.01
15.94,0
15.96,-0.1
17.49,0.01
17.26,0.02
16.98,-0.02
17.27,0.01
17.07,0.02
16.74,0.03
16.28,-0.03
16.77,-0.02
17.13,0.02
16.74,-0.01
16.83,0
16.77,-0.04
17.38,0.01
17.21,0
17.17,0.01
17.03,-0.01
17.18,0
17.17,0.02
16.85,-0.08
18.27,-0.01
18.4,0.02
18.04,-0.01
18.18,-0.03
18.66,0.03
18.15,0.02
17.75,-0.03
18.22,0.02
17.92,0
17.9,0
17.98,0.02
17.71,0.04
17.07,0.01
16.86,0.01
16.72,0.01
16.51,-0.02
16.79,0.02
16.46,0
16.43,0.02
16.11,-0.02
16.44,0
16.36,0
16.36,0.01
16.2,0
16.2,-0.02
16.55,-0.02
16.85,-0.01
16.98,0.01
16.89,-0.01
17.01,-0.03
17.51,0.03
17.06,-0.01
17.25,0
17.3,-0.01
17.43,-0.01
17.67,-0.01
17.85,-0.01
18.05,-0.01
18.16,0
18.22,-0.01
18.45,0.01
18.29,-0.07
19.53,0.03
19,0.04
18.16,0.02
17.73,0
17.77,-0.01
18.01,-0.01
18.24,-0.03
18.7,0.01
18.52,-0.02
18.95,-0.03
19.47,-0.01
19.71,-0.01
19.96,0.01
19.73,-0.01
19.97,-0.04
20.83,0.01
20.56,0.01
20.35,-0.03
20.91,0.01
20.77,0.01
20.58,0.01
20.41,-0.01
20.63,0.03
20,0.04
19.22,0.03
18.67,0.02
18.32,-0.01
18.46,-0.03
19.05,0
19.14,-0.01
19.28,-0.01
19.46,0.01
19.29,-0.03
19.83,0.07
18.52,0.01
18.34,-0.02
18.71,0
18.74,-0.01
18.85,0.04
18.05,0
18.11,0
18.18,0.01
18.05,-0.03
18.53,-0.02
18.93,0.02
18.51,0.02
18.09,-0.01
18.21,0.02
17.82,-0.02
18.22,-0.03
18.76,-0.01
19,-0.01
19.1,0.01
18.85,-0.03
19.45,0
19.44,0.01
19.25,0.01
19.09,-0.02
19.5,0
19.57,-0.09
21.29,0.01
21.05,0
21.1,0.04
20.34,-0.02
20.74,0
20.71,0
20.69,0.01
20.4,-0.07
21.89,0.02
21.55,0
21.47,0.02
21.13,0.02
20.75,-0.02
21.1,0.02
20.73,-0.02
21.16,-0.02
21.67,-0.01
21.82,-0.01
21.98,0.03
21.42,0.02
20.93,-0.02
21.45,0
21.4,0.01
21.17,-0.01
21.48,0.02
20.97,0.01
20.81,0.03
20.26,0
20.25,-0.04
21.16,-0.01
21.4,-0.03
21.94,0.01
21.72,0.04
20.81,0
20.9,-0.01
21.05,0.01
20.94,0.02
20.42,0.02
19.97,-0.04
20.72,0.01
20.52,-0.02
20.83,0
20.8,-0.03
21.37,-0.03
21.93,0
21.87,0
21.96,0
22,-0.01
22.17,-0.04
23,-0.01
23.13,0.01
22.97,-0.01
23.1,-0.02
23.46,0.02
22.99,0.03
22.32,0.01
22.14,-0.01
22.44,0.02
21.9,-0.01
22.01,0
22.08,0
22.07,0.02
21.53,0.02
21.03,0.05
20.08,0.03
19.48,-0.03
20.11,0
20.17,0
20.18,0.04
19.46,-0.04
20.32,-0.05
21.38,0.02
21.04,0.05
20,-0.02
20.35,0
20.45,0.01
20.32,0.02
19.97,0
19.97,0.03
19.39,0.01
19.25,0
19.19,0.07
17.76,-0.05
18.62,-0.02
19,-0.01
19.16,0.02
18.77,-0.03
19.42,-0.01
19.69,0
19.62,0.02
19.17,-0.03
19.69,-0.05
20.7,0.06
19.45,0.05
18.39,0.01
18.19,0
18.18,-0.03
18.69,-0.04
19.5,0.03
18.99,-0.01
19.15,-0.03
19.65,0.07
