52.43,-0.02
53.46,0.03
52.01,0
52.03,0.02
50.97,0.02
49.89,0.01
49.45,-0.07
52.9,0.01
52.45,-0.02
53.39,0.01
52.68,0
52.69,0
52.81,0
52.85,0.04
50.61,-0.01
51.22,0.03
49.44,-0.03
50.74,0.01
50.47,0
50.25,0.01
49.54,0
49.64,-0.02
50.43,0
50.23,-0.02
51.06,-0.03
52.36,-0.01
52.74,0
52.91,0
52.72,0.02
51.92,0
51.78,-0.04
53.63,0.02
52.42,-0.03
54.02,-0.02
55.17,0
55.05,0
55.15,-0.2
66.35,-0.01
66.73,0
66.86,0.01
65.93,-0.02
67.15,-0.01
68.04,0.01
67.68,-0.01
68.49,-0.01
69.46,0.01
68.61,-0.01
69.01,0.02
67.75,0.03
65.66,-0.01
66.46,0.02
64.92,0.01
64.49,-0.01
64.98,0.01
64.57,0.02
63.55,-0.01
64.35,0
64.04,0.01
63.61,-0.02
64.88,0.01
64.16,0.01
63.24,0
63.22,0.01
62.61,-0.02
63.55,-0.03
65.6,-0.03
67.36,-0.01
68.12,0.05
65,-0.01
65.56,0.01
65.06,0.01
64.34,0.04
61.91,-0.02
62.98,0
62.84,0.08
57.54,0
57.67,-0.01
58.26,-0.02
59.3,-0.02
60.24,-0.01
60.81,0.02
59.84,0.03
58.29,-0.01
59.09,-0.01
59.84,0.01
59.36,0.01
58.94,0.01
58.41,-0.02
59.71,0.01
59.14,-0.03
60.88,-0.01
61.68,-0.02
62.91,-0.01
63.44,0.01
62.83,0.02
61.86,-0.01
62.46,0.01
61.71,0.01
61.3,0.02
59.94,0.01
59.64,0.01
59.15,-0.01
59.45,-0.02
60.61,0.05
57.57,0.06
54.19,0.03
52.46,0
52.24,0
52.08,-0.03
53.48,0.01
52.8,0.05
50.38,0.01
49.7,0.02
48.9,0.02
47.96,0
47.76,-0.01
48.19,-0.01
48.45,-0.01
48.79,-0.01
49.15,-0.02
49.9,0.02
48.75,0.01
48.36,-0.02
49.28,0.03
47.59,-0.01
47.86,0
47.7,0.02
46.97,-0.01
47.4,-0.01
47.88,-0.01
48.37,0.01
47.79,0.04
45.94,0.01
45.59,0.01
44.92,-0.01
45.45,-0.01
46.08,0.03
44.86,0.02
44,-0.01
44.28,0
44.3,-0.01
44.79,-0.04
46.66,0
46.52,0.02
45.43,0.01
45.16,0
45.35,0
45.57,0.02
44.82,0.01
44.58,-0.02
45.62,-0.03
46.94,0.03
45.33,0.01
44.83,-0.04
46.44,0.01
45.99,-0.02
46.87,0.03
45.65,-0.01
46.01,0
46.21,0
46.3,-0.02
47.12,-0.03
48.41,0
48.4,0
48.25,0
48.18,0.01
47.49,0
47.7,-0.02
48.75,0
48.88,0.02
47.97,0
47.8,-0.01
48.1,0
48.25,-0.02
49.29,0.01
48.8,-0.02
49.78,-0.02
50.64,-0.01
51.29,-0.01
51.96,0
52.02,0.02
50.72,0
50.78,0.02
50.01,0.02
49.06,-0.01
49.5,0.02
48.37,-0.01
48.74,0.01
48.32,0
48.12,-0.01
48.8,0
48.65,0.03
47.41,0.01
47.08,-0.02
47.97,-0.02
49.09,0
49.01,0
49,-0.02
50.13,0
50.32,0
50.14,-0.01
50.77,0.01
50.37,0.01
49.83,-0.06
52.65,0
52.89,0.01
52.47,0.02
51.58,-0.01
52.05,-0.02
52.88,0.01
52.5,-0.01
52.93,-0.02
53.92,0
53.77,0.03
52.09,-0.02
53.02,0
52.81,-0.01
53.21,-0.01
53.5,-0.02
54.55,0.01
54,0.01
53.28,0
53.25,0.04
51.31,-0.01
51.66,0.01
50.96,-0.01
51.25,-0.01
51.69,0
51.65,-0.01
52.27,0.01
51.78,0.01
51.21,-0.02
52.24,-0.01
52.65,0
52.9,0
52.66,0.02
51.51,0
51.36,0.02
50.57,-0.01
51.23,0.01
50.83,0
50.94,0.02
50.06,0
50.13,0.03
48.48,0
48.72,0.01
48.3,0.01
47.98,-0.03
49.6,-0.01
50.2,-0.02
51.04,0.01
50.72,0
50.68,0.01
50.37,-0.03
51.97,0
51.88,0.01
51.41,0.01
50.92,0.01
50.18,0.01
49.89,-0.01
50.62,0.01
49.95,-0.02
50.81,-0.01
51.2,-0.01
51.6,-0.02
52.86,-0.01
53.45,0.02
52.21,0
51.96,0
52.16,0
52.38,0.02
51.58,-0.01
52.25,0.01
51.87,-0.02
53.15,0
53.07,0
53.03,-0.03
54.87,-0.01
55.36,0.02
54.18,0.01
53.42,-0.01
53.74,0
53.76,0
53.87,0.04
51.78,0.03
50.03,0.04
47.8,0
47.87,-0.01
48.32,-0.01
48.8,0.01
48.39,0.01
48.1,0
48,0.02
47.25,0.01
46.92,0.02
45.76,-0.01
45.99,-0.01
46.38,0
46.49,-0.02
47.53,0
47.54,0
47.52,0.02
46.72,-0.02
47.65,0.01
47.16,0.01
46.82,0.01
46.58,0
46.68,0.02
45.93,0.01
45.68,-0.01
46.09,-0.01
46.66,0.04
44.9,0.01
44.43,-0.01
45.05,-0.01
45.42,0.01
44.78,0
44.85,0
44.63,0.01
44.1,0
44.17,-0.01
44.53,-0.02
45.42,-0.03
46.86,0
46.94,0.01
46.31,-0.05
48.53,-0.02
49.42,0.01
49.13,0.01
48.44,0.01
47.75,0
47.85,0
47.66,-0.02
48.41,0
48.18,0.03
46.85,-0.05
48.96,0.02
48.13,-0.02
49.13,0.01
48.65,0
48.87,0.02
47.83,0
47.63,0
47.68,0
47.87,0.01
47.25,0.01
46.95,0
46.8,-0.01
47.23,0.03
46.02,0
46.09,0.03
44.85,0.01
44.35,0
44.47,0.03
43.25,-0.02
44.26,0.01
43.63,0.05
41.35,0
41.43,-0.03
42.48,0
